,"The weekend is down 2% on last weekend, and is 12% up on the same week last year",,,,,,,
,,,,,,,,
,It ranks 18th out of the last 52 weeks,,,,,,,
,,,,,,,,
,The fall off without previews for 'Just Friends' is 18%,,,,,,,
,,,,,,,,
,The increase without previews for 'Brokeback Mountain' is 46%,,,,,,,
,,,,,,,,
,The fall off without previews for 'Match Point' is 35%,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Weekend Box Office Results Jan 20 - Jan 22 2006 - United Kingdom,,,,,,,
,,,,,,,,
,Title,Gross,Distr,% chg,Week #,Site Avg,Sites,Box office  to date
1,Fun with Dick and Jane,"1,957,060",Sony,,1,"4,638",422,"1,957,060"
2,Underworld: Evolution,"1,146,779",Entertainment,,1,"3,887",295,"1,146,779"
3,Brokeback Mountain,"1,069,677",Entertainment,-16,3,"3,890",275,"4,783,631"
4,Memoirs of a Geisha,"1,035,669",BVI,-10,2,"3,725",278,"3,032,664"
5,Jarhead,"999,182",UIP,-48,2,"2,562",390,"3,808,294"
6,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","941,370",BVI,-31,7,"2,051",459,"41,684,522"
7,Get Rich or Die Tryin',"803,489",UIP,,1,"3,214",250,"803,489"
8,Just Friends,"715,286",Momentum,-44,3,"2,004",357,"4,837,302"
9,King Kong,"652,612",UIP,-49,6,"1,870",349,"29,156,307"
10,Cheaper by the Dozen 2,"347,731",20th Fox,-41,4,"1,038",335,"5,366,902"
11,A Cock and Bull Story,"332,582",Redbus,,1,"2,539",131,"332,582"
12,Just Like Heaven,"266,663",UIP,-57,4,"1,116",239,"5,054,262"
13,Match Point,"250,249",Icon,-43,3,"1,615",155,"1,969,287"
14,March of the Penguins,"191,556",Warner,-38,7,"1,294",148,"2,269,896"
15,Harry Potter and the Goblet of Fire,"151,076",Warner,-55,10,635,238,"48,328,854"
,Total,"10,860,981",,,,"2,514","  4,321 ","154,531,831"
,,,,,,,,
16,Breakfast on Pluto,"127,658",Pathe,-36,2,"1,502",85,"469,534"
18,The Constant Gardener,"48,781",UIP,-7,11,"1,626",30,"4,983,818"
19,Lassie,"42,122",Entertainment,-42,6,314,134,"1,268,543"
21,Mrs Henderson Presents,"24,019",Pathe,-39,9,667,36,"3,276,835"
34,Howl's Moving Castle,"4,069",Optimum,14,18,131,31,"834,842"
38,Merry Christmas (Joyeux Noel),"1,903",Sony,2,6,381,5,"114,683"
39,Familia Rodante,"1,567",Artificial Eye,90,10,784,2,"20,884"
40,Where the Truth Lies,"1,334",Momentum,-15,8,334,4,"216,776"
41,The Truth,"1,191",Guerilla Films,-82,2,"1,191",1,"12,397"
42,Rize,"1,131",Redbus,-78,4,566,2,"43,523"
46,Mad Hot Ballroom,685,Metrodome,-65,9,171,4,"110,636"
47,Tickets,668,Artificial Eye,-62,8,223,3,"33,218"
49,Sophie Scholl,549,ICA Projects,4,13,549,1,"74,453"
50,Broken Flowers,498,Momentum,-73,14,166,3,"1,932,932"
58,Innocence,55,Artificial Eye,-85,17,55,1,"63,054"
,,,,,,,,
,Comments,,,,,,,
,"The weekend is down 3% on last weekend, and is 21% up on the same week last year",,,,,,,
,,,,,,,,
,It ranks 19th out of the last 52 weeks,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Weekend Box Office Results Jan 27 - Jan 29 2006 - United Kingdom,,,,,,,
,,,,,,,,
,Title,Gross,Distr,% chg,Week #,Site Avg,Sites,Box office  to date
1,Fun with Dick and Jane,"1,381,737",Sony,-29,2,"3,298",419,"3,969,891"
2,Munich,"1,209,970",UIP,,1,"3,159",383,"1,209,970"
3,Rumour Has It,"816,743",Warner,,1,"2,483",329,"816,743"
4,Brokeback Mountain,"704,011",Entertainment,-34,4,"2,479",284,"6,111,233"
5,Memoirs of a Geisha,"700,248",BVI,-32,3,"2,431",288,"4,466,310"
6,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","649,708",BVI,-31,8,"1,540",422,"42,569,767"
7,Underworld: Evolution,"597,717",Entertainment,-48,2,"2,019",296,"2,287,246"
8,Jarhead,"484,988",UIP,-51,3,"1,414",343,"4,727,131"
9,Get Rich or Die Tryin',"427,260",UIP,-47,2,"1,716",249,"1,532,124"
10,Just Friends,"361,226",Momentum,-49,4,"1,184",305,"5,452,121"
11,King Kong,"303,326",UIP,-54,7,"1,180",257,"29,669,572"
12,Cheaper by the Dozen 2,"246,267",20th Fox,-29,5,782,315,"5,647,928"
13,Rang De Basanti,"221,226",UTV Comm,,1,"5,822",38,"221,226"
14,A Cock and Bull Story,"189,292",Redbus,-43,2,"1,632",116,"700,282"
15,Hidden (Caché),"169,234",Artificial Eye,,1,"6,509",26,"169,234"
,Total,"8,462,953",,,,"2,079","  4,070 ","109,550,778"
,,,,,,,,
17,Match Point,"111,776",Icon,-55,4,998,112,"2,213,998"
18,March of the Penguins,"107,966",Warner,-44,8,857,126,"2,480,795"
20,Harry Potter and the Goblet of Fire,"78,126",Warner,-48,11,485,161,"48,437,671"
21,Breakfast on Pluto,"70,271",Pathe,-45,3,"1,405",50,"625,458"
22,The Constant Gardener,"46,717",UIP,-4,12,953,49,"5,098,515"
23,Lassie,"25,520",Entertainment,-39,7,284,90,"1,297,123"
25,Mrs Henderson Presents,"16,825",Pathe,-30,10,495,34,"3,350,897"
26,Frozen,"11,338",Guerilla Films,,1,709,16,"11,338"
37,Howl's Moving Castle,"3,632",Optimum,-11,19,98,37,"838,678"
39,Sophie Scholl,"2,616",ICA Projects,377,14,523,5,"78,526"
42,Broken Flowers,"1,797",Momentum,261,15,449,4,"1,937,021"
44,Merry Christmas (Joyeux Noel),"1,021",Sony,-46,7,255,4,"118,927"
45,Where the Truth Lies,"1,007",Momentum,-25,9,252,4,"219,821"
46,Tickets,630,Artificial Eye,-6,9,210,3,"34,400"
47,Mad Hot Ballroom,598,Metrodome,-13,10,150,4,"113,242"
51,Innocence,390,Artificial Eye,609,18,390,1,"63,962"
56,Familia Rodante,20,Artificial Eye,-99,11,20,1,"22,516"
,,,,,,,,
,Comments,,,,,,,
,"The weekend is down 22% on last weekend, and is 38% down on the same week last year",,,,,,,
,,,,,,,,
,It ranks 27th out of the last 52 weeks,,,,,,,
,,,,,,,,
,"The figure for 'Rang De Basanti' includes £30,432 from 20 previews",,,,,,,
,,,,,,,,
,Weekend Box Office Results Feb 3 - Feb 5 2006 - United Kingdom,,,,,,,
,,,,,,,,
,Title,Gross,Distr,% chg,Week #,Site Avg,Sites,Box office  to date
1,Zathura,"1,317,391",Sony,,1,"3,293",400,"1,317,391"
2,Walk the Line,"1,111,142",20th Fox,,1,"5,612",198,"1,111,142"
3,Fun with Dick and Jane,"901,653",Sony,-35,3,"2,411",374,"5,309,318"
4,Munich,"876,900",UIP,-28,2,"2,302",381,"2,814,506"
5,Derailed,"693,669",BVI,,1,"2,195",316,"693,669"
6,Brokeback Mountain,"572,248",Entertainment,-19,5,"2,066",277,"7,214,142"
7,Rumour Has It,"533,278",Warner,-35,2,"1,631",327,"1,785,837"
8,Memoirs of a Geisha,"475,494",BVI,-32,4,"1,788",266,"5,461,976"
9,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","312,646",BVI,-52,9,857,365,"43,008,986"
10,Underworld: Evolution,"268,064",Entertainment,-55,3,"1,146",234,"2,875,957"
11,Jarhead,"182,819",UIP,-62,4,914,200,"5,155,997"
12,Get Rich or Die Tryin',"178,363",UIP,-58,3,910,196,"1,875,913"
13,Hidden (Caché),"159,645",Artificial Eye,-6,2,"5,913",27,"454,362"
14,Just Friends,"153,086",Momentum,-58,5,758,202,"6,741,575"
15,Cheaper by the Dozen 2,"137,291",20th Fox,-44,6,508,270,"5,806,791"
,Total,"7,873,689",,,,"1,952","  4,033 ","91,627,562"
,,,,,,,,
19,A Cock and Bull Story,"69,197",Redbus,-63,3,"1,153",60,"879,696"
21,March of the Penguins,"55,268",Warner,-49,9,517,107,"2,604,205"
22,Breakfast on Pluto,"45,925",Pathe,-35,4,"1,093",42,"718,147"
24,Harry Potter and the Goblet of Fire,"40,816",Warner,-48,12,421,97,"48,493,129"
25,The Constant Gardener,"39,138",UIP,-16,13,767,51,"5,197,149"
26,Match Point,"38,500",Icon,-66,5,786,49,"2,320,599"
27,Grizzly Man,"32,397",Revolver,,1,"2,700",12,"32,397"
30,Mrs Henderson Presents,"15,741",Pathe,-6,11,358,44,"3,431,259"
32,Lassie,"8,306",Entertainment,-68,8,146,57,"1,307,594"
37,Howl's Moving Castle,"3,125",Optimum,-14,20,84,37,"842,908"
46,Tickets,893,Artificial Eye,42,10,893,1,"35,912"
50,Frozen,225,Guerilla Films,-98,2,75,3,"21,370"
51,Sophie Scholl,189,ICA Projects,-93,15,189,1,"80,820"
53,Familia Rodante,20,Artificial Eye,0,12,20,1,"22,906"
,,,,,,,,
,Comments,,,,,,,
,"The weekend is down 7% on last weekend, and is 35% down on the same week last year",,,,,,,
,,,,,,,,
,It ranks 32nd out of the last 52 weeks,,,,,,,
,,,,,,,,
,"The figure for 'Zathura' includes £337,267 from 363 previews",,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Weekend Box Office Results Feb 10 - Feb 12 2006 - United Kingdom,,,,,,,
,,,,,,,,
,Title,Gross,Distr,% chg,Week #,Site Avg,Sites,Box office  to date
1,Chicken Little,"3,173,867",BVI,,1,"6,211",511,"3,173,867"
2,Final Destination 3,"2,219,978",Entertainment,,1,"6,894",322,"2,219,978"
3,Big Momma's House 2,"1,735,839",20th Fox,,1,"5,618",309,"1,735,839"
4,Walk the Line,"1,150,472",20th Fox,4,2,"4,565",252,"3,024,681"
5,Zathura,"585,485",Sony,-56,2,"1,449",404,"2,115,169"
6,Munich,"521,566",UIP,-41,3,"1,530",341,"3,779,184"
7,Fun with Dick and Jane,"400,776",Sony,-56,4,"1,196",335,"5,983,837"
8,Derailed,"387,238",BVI,-44,2,"1,177",329,"1,489,265"
9,Brokeback Mountain,"367,113",Entertainment,-36,6,"1,396",263,"7,960,790"
10,Memoirs of a Geisha,"279,239",BVI,-41,5,"1,135",246,"6,074,165"
11,Rumour Has It,"179,411",Warner,-66,3,763,235,"2,209,370"
12,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","165,455",BVI,-47,10,484,342,"43,239,634"
13,Hidden (Caché),"132,740",Artificial Eye,-17,3,"3,588",37,"720,770"
14,Rang De Basanti,"90,814",UTV Comm,-27,3,"2,752",33,"563,142"
15,The Little Polar Bear 2,"80,915",Warner,,1,358,226,"80,915"
,Total,"11,470,908",,,,"2,741","  4,185 ","84,370,606"
,,,,,,,,
19,The Adventures of Greyfriars Bobby,"69,129",The Works,,1,843,82,"69,129"
20,The Constant Gardener,"63,092",UIP,61,14,"1,237",51,"5,325,297"
22,March of the Penguins,"54,525",Warner,-1,10,454,120,"2,698,669"
27,A Cock and Bull Story,"31,045",Redbus,-55,4,913,34,"954,180"
29,Grizzly Man,"30,115",Revolver,-7,2,"2,317",13,"89,294"
30,Harry Potter and the Goblet of Fire,"26,169",Warner,-36,13,374,70,"48,522,707"
31,Match Point,"25,534",Icon,-34,6,946,27,"2,371,509"
32,Breakfast on Pluto,"23,802",Pathe,-48,5,992,24,"772,405"
36,Mrs Henderson Presents,"8,393",Pathe,-47,12,466,18,"3,473,568"
37,Lassie,"6,204",Entertainment,-25,9,159,39,"1,314,832"
42,Howl's Moving Castle,"2,395",Optimum,-23,21,73,33,"845,383"
46,Song of Songs,861,Soda Pictures,,1,861,1,861
49,Sophie Scholl,554,ICA Projects,193,16,277,2,"81,464"
52,Familia Rodante,358,Artificial Eye,1690,13,358,1,"23,785"
53,Frozen,344,Guerilla Films,53,3,344,1,"22,292"
57,Brief Encounter (RE),130,Park Circus Films,,1,130,1,130
58,Tickets,20,Artificial Eye,-98,11,20,1,"36,715"
,,,,,,,,
,Comments,,,,,,,
,"The weekend is up 46% on last weekend, and is 2% up on the same week last year",,,,,,,
,,,,,,,,
,It ranks 13th out of the last 52 weeks,,,,,,,
,,,,,,,,
,"The figure for 'Chicken Little' includes £897,676 from 484 previews",,,,,,,
,,,,,,,,
,The fall off without previews for 'Zathura' is 40%,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Weekend Box Office Results Feb 17 - Feb 19 2006 - United Kingdom,,,,,,,
,,,,,,,,
,Title,Gross,Distr,% chg,Week #,Site Avg,Sites,Box office  to date
1,Chicken Little,"2,184,760",BVI,-31,2,"4,242",515,"8,368,251"
2,Big Momma's House 2,"1,633,683",20th Fox,-6,2,"5,154",317,"5,241,161"
3,Final Destination 3,"1,406,352",Entertainment,-37,2,"4,341",324,"5,240,912"
4,Walk the Line,"958,306",20th Fox,-17,3,"3,472",276,"4,864,122"
5,Casanova,"550,775",BVI,,1,"1,569",351,"550,775"
6,Aeon Flux,"512,426",UIP,,1,"1,891",271,"512,426"
7,Zathura,"503,867",Sony,-14,3,"1,260",400,"3,357,287"
8,"Good Night, and Good Luck","405,200",Redbus,,1,"4,605",88,"405,200"
9,Munich,"316,688",UIP,-39,4,"1,092",290,"4,426,255"
10,Brokeback Mountain,"268,234",Entertainment,-27,7,986,272,"8,534,522"
11,Fun with Dick and Jane,"262,378",Sony,-35,5,951,276,"6,691,185"
12,Derailed,"239,232",BVI,-38,3,927,258,"2,014,392"
13,Memoirs of a Geisha,"191,367",BVI,-31,6,866,221,"6,532,952"
14,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","146,948",BVI,-11,11,530,277,"43,641,024"
15,Hidden (Caché),"100,705",Artificial Eye,-24,4,"2,518",40,"920,302"
,Total,"9,680,921",,,,"2,318","  4,176 ","101,300,766"
,,,,,,,,
16,The Constant Gardener,"96,779",UIP,53,15,806,120,"920,302"
21,The Adventures of Greyfriars Bobby,"56,221",The Works,-19,2,694,81,"214,148"
22,March of the Penguins,"48,473",Warner,-11,11,457,106,"2,837,361"
25,Lady Vengeance,"29,477",Tartan,-36,2,"1,474",20,"108,250"
30,Harry Potter and the Goblet of Fire,"20,579",Warner,-23,14,361,57,"48,589,753"
35,Breakfast on Pluto,"17,453",Pathe,-27,6,831,21,"811,939"
36,Grizzly Man,"14,865",Revolver,-51,3,"1,351",11,"127,413"
37,A Cock and Bull Story,"13,714",Redbus,-56,5,623,22,"992,758"
39,Match Point,"12,837",Icon,-50,7,676,19,"2,401,872"
41,Mrs Henderson Presents,"9,516",Pathe,13,13,397,24,"3,513,285"
42,Lassie,"6,555",Entertainment,6,10,193,34,"1,329,026"
44,Howl's Moving Castle,"2,931",Optimum,22,22,86,34,"849,079"
45,The Piano Tuner of Earthquakes,"1,844",Artificial Eye,,1,922,2,"1,844"
49,Familia Rodante,"1,129",Artificial Eye,5545,14,"1,129",1,"24,556"
51,Brief Encounter,912,Park Circus Films,602,2,456,2,"5,292"
53,Song of Songs,622,Soda Pictures,-28,2,622,1,"2,670"
57,Tickets,396,Artificial Eye,1880,12,396,1,"37,091"
61,Sophie Scholl,20,ICA Projects,-96,17,20,1,"82,755"
,,,,,,,,
,Comments,,,,,,,
,"The weekend is down 16% on last weekend, and is 10% down on the same week last year",,,,,,,
,,,,,,,,
,It ranks 20th out of the last 52 weeks,,,,,,,
,,,,,,,,
,The fall off without previews for 'Chicken Little' is 5%,,,,,,,
,,,,,,,,
,"The figure for 'Casanova' includes £100,683 from 310 previews",,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Weekend Box Office Results Feb 24 - Feb 26 2006 - United Kingdom,,,,,,,
,,,,,,,,
,Title,Gross,Distr,% chg,Week #,Site Avg,Sites,Box office  to date
1,Date Movie,"1,288,089",20th Fox,,1,"3,639",354,"1,288,089"
2,Chicken Little,"1,225,265",BVI,-44,3,"2,475",495,"10,901,698"
3,Lucky Number Slevin,"1,074,550",Entertainment,,1,"3,422",314,"1,074,550"
4,Final Destination 3,"970,963",Entertainment,-31,3,"2,823",344,"7,090,013"
5,Big Momma's House 2,"950,500",20th Fox,-42,3,"2,998",317,"7,010,077"
6,Walk the Line,"741,385",20th Fox,-23,4,"2,601",285,"6,235,636"
7,"Good night, and Good Luck","411,455",Lionsgate,2,2,"2,960",139,"1,067,158"
8,Zathura,"290,038",Sony,-42,4,769,377,"3,942,933"
9,Brokeback Mountain,"253,607",Entertainment,-5,8,"1,035",245,"9,076,978"
10,Capote,"236,444",Sony,,1,"4,729",50,"236,444"
11,The Fog,"210,525",Sony,,1,998,211,"210,525"
12,Aeon Flux,"184,053",UIP,-64,2,689,267,"961,020"
13,Casanova,"181,726",BVI,-67,2,616,295,"1,005,319"
14,Munich,"124,937",UIP,-61,5,786,159,"4,719,662"
15,Fun with Dick and Jane,"94,821",Sony,-64,6,510,186,"6,944,940"
,Total,"8,238,358",,,,"2,040","4,038","61,765,042"
,,,,,,,,
16,The Constant Gardener,"87,898",UIP,-9,16,925,95,"5,712,231"
27,The Adventures of Greyfriars Bobby,"37,086",The Works,-34,3,522,71,"291,357"
29,March of the Penguins,"30,035",Warner ,-38,12,371,81,"2,901,603"
30,Lady Vengeance,"15,482",Tartan,-48,3,968,16,"143,036"
32,Grizzly Man,"13,988",Revolver,-6,4,"1,272",11,"151,779"
33,Mrs. Henderson Presents,"13,250",Pathe,39,14,237,56,"3,556,018"
36,Harry Potter and the Goblet of Fire,"9,617",Warner ,-53,15,321,30,"48,616,509"
37,Breakfast on Pluto,"9,520",Pathe,-46,7,680,14,"832,407"
38,Match Point,"8,810",Icon,-31,8,678,13,"2,420,188"
44,A Cock and Bull Story,"5,829",Lionsgate,-58,6,583,10,"1,008,502"
45,Wild Country,"3,993",Ian Rattray Films,,1,799,5,"3,993"
51,Howl's Moving Castle,"2,218",Optimum,-24,23,63,35,"851,392"
54,The Piano Tuner of Earthquakes,701,Artificial Eye,-62,2,351,2,"3,778"
59,Familia Rodante,256,Artificial Eye,-77,15,256,1,"26,258"
61,Song of Songs,184,Soda Pictures,-70,3,184,1,"3,395"
65,Tickets,34,Artificial Eye,-91,13,34,1,"37,541"
66,Brief Encounter,30,Park Circus Films,-97,3,30,1,"5,751"
,,,,,,,,
,It ranks 28th out of the last 52 weeks,,,,,,,
,,,,,,,,
,Weekend Box Office Results 3 Mar - 5 Mar 2006 - United Kingdom,,,,,,,
,,,,,,,,
,Title,Gross,Distr,% chg,Week #,Site Avg,Sites,Box office  to date
1,Date Movie,"1,057,768",20th Fox,-18,2,"2,971",356,"2,826,739"
2,Syriana,"864,796",Warner,,1,"3,664",236,"864,796"
3,Lucky Number Slevin,"806,388",Entertainment,-25,2,"2,568",314,"2,509,322"
4,Chicken Little,"735,635",BVI,-40,4,"1,549",475,"11,785,481"
5,Big Momma's House 2,"631,376",20th Fox,-34,4,"1,992",317,"7,843,147"
6,Final Destination 3,"582,057",Entertainment,-40,4,"1,677",347,"8,049,564"
7,Walk the Line,"574,026",20th Fox,-23,5,"1,993",288,"7,249,814"
8,The Weather Man,"406,217",Momentum,,1,"1,574",258,"406,217"
9,Last Holiday,"399,524",UIP,,1,"2,018",198,"399,524"
10,The Matador,"335,017",BVI,,1,"1,516",221,"335,017"
11,"Good night, and Good Luck","266,524",Lionsgate,-35,3,"2,019",132,"1,568,406"
12,Brokeback Mountain,"203,531",Entertainment,-20,9,808,252,"9,469,032"
13,Capote,"201,380",Sony,-15,2,"3,301",61,"578,087"
14,Zathura,"143,609",Sony,-50,5,411,349,"4,110,402"
15,Kidulthood,"100,056",Revolver,,1,"2,440",41,"100,056"
,Total,"7,307,904",,,,"1,901","3,845","58,095,604"
,,,,,,,,
17,The Constant Gardener,"76,822",UIP,-13,17,635,121,"5,863,540"
18,Hidden (Cache),"45,235",Artificial Eye,-40,6,"1,414",32,"1,156,348"
29,The Adventures of Greyfriars Bobby,"22,350",The Works,-40,4,339,66,"320,577"
33,March of the Penguins,"18,416",Warner ,-39,13,275,67,"2,942,448"
37,Mirrormask,"14,704",Tartan,,1,980,15,"14,704"
40,Mrs. Henderson Presents,"6,933",Pathe,-48,15,330,21,"3,587,033"
42,Manderlay,"6,146",Metrodome,,1,878,7,"6,146"
44,Grizzly Man,"5,611",Revolver,-60,5,"1,122",5,"168,498"
47,A Cock and Bull Story,"3,395",Lionsgate,-42,7,566,6,"1,019,263"
48,Match Point,"3,347",Icon,-62,9,372,9,"2,438,512"
49,Harry Potter and the Goblet of Fire,"3,035",Warner ,-68,16,190,16,"48,621,898"
53,Crossing the Bridge,"1,498",Soda,-81,2,375,4,"16,094"
54,Breakfast on Pluto,"1,371",Pathe,-86,8,343,4,"840,709"
56,Wild Country,812,Ian Rattray Films,-80,2,203,4,"7,219"
57,The Piano Tuner of Earthquakes,708,Artificial Eye,1,3,708,1,"5,217"
60,Tickets,445,Artificial Eye,1209,14,223,2,"38,177"
,,,,,,,,
,Comments,,,,,,,
,"The weekend is down 11% on last weekend, and is 25% up on the same week last year",,,,,,,
,,,,,,,,
,It ranks 39th out of the last 52 weeks,,,,,,,
,,,,,,,,
,The fall off without previews for 'Date Movie' is 17%,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Weekend Box Office Results 10 Mar - 12 Mar 2006 - United Kingdom,,,,,,,
,,,,,,,,
,Title,Gross,Distr,% chg,Week #,Site Avg,Sites,Box office  to date
1,The Hills Have Eyes,"1,126,575",20th Fox,,1,"3,404",331,"1,126,575"
2,Date Movie,"756,110",20th Fox,-29,3,"2,142",353,"3,905,309"
3,Syriana,"716,224",Warner,-17,2,"3,035",236,"2,065,546"
4,Chicken Little,"651,918",BVI,-11,5,"1,411",462,"12,538,686"
5,Walk the Line,"575,909",20th Fox,,6,"1,986",290,"8,263,998"
6,Lucky Number Slevin,"570,076",Entertainment,-29,3,"1,888",302,"3,493,154"
7,Big Momma's House 2,"493,013",20th Fox,-22,5,"1,565",315,"8,467,950"
8,Final Destination 3,"331,444",Entertainment,-43,5,"1,131",293,"8,604,784"
